"text","answer"
1792,"c, c, c, c, c, c, c, c, c"
1793,"c, c, c"
1794,"c"
1795,"c, c, c"
1796,"c, c, c, c, c, c, c"
1797,"c, c, c"
1798,"c"
1799,"c, c, c, c"
1800,"c, c, c"
1801,"c, c, c, c"
1802,"c, c, c, c, c, c"
1803,"c"
1804,"c"
1805,"c, c, c"
1806,"c"
1807,"c, c"
1808,"c"
1809,"[c], [c]"
1810,"c, c, c, c, c, c, c"
1811,"c, c, c, c, c"
1812,"c, c, c, c"
1813,"c, c, c"
1814,"c"
1815,"c, c, c, c"
1816,"c"
1817,"c"
1818,"c"
1819,"c"
1820,"c"
1821,"c, c, c, c, c"
1822,"[c], [c], [c]"
1823,"c, c, c, c, c"
1824,"c"
1825,"c, c"
1826,"c, c, c"
1827,"c, c, c, c, c, c, c"
1828,"c"
1829,"c, c, c, c, c"
1830,"c, c, c"
1831,"c"
1832,"c"
1833,"c, c"
1834,"c, c"
1835,"c, c"
1836,"c, c"
1837,"c, c"
1838,"c, c, c, c, c, c, c"
1839,"c, c, c"
1840,"c, c, c, c, c, c, c, c"
1841,"c, c, c, c, c"
1842,"c, c, c"
1843,"c, c, c, c, c"
1844,"c, c, c"
1845,"c"
1846,"c, c"
1847,"c, c, c, c, c, c, c, c, c"
1848,"c, c, c"
1849,"c, c, c"
1850,"c, c, c"
1851,"c"
1852,"c, c"
1853,"c"
1854,"c, c"
1855,"c"
1856,"c"
1857,"c, c, c, c"
1858,"c, c"
1859,"c"
1860,"c, c, c, c, c, c, c, c, c"
1861,"c"
1862,"c"
1863,"c"
1864,"c"
1865,"c"
1866,"c"
1867,"c, c, c"
1868,"c, c"
1869,"c"
1870,"c, c, c"
1871,"c, c, c"
1872,"c"
1873,"c, c"
1874,"[c]"
1875,"c, c, c, c"
1876,"c"
1877,"c, c, c"
1878,"c, c"
1879,"[c]"
1880,"c"
1881,"c"
1882,"c"
1883,"c, c, c, c"
1884,"c, c, c, c, c"
1885,"[c], [c], [c]"
1886,"c, c, c, c, c, c"
1887,"c, c"
1888,"c"
1889,"c, c, c"
1890,"c"
1891,"c, c"
1892,"c"
1893,"c, c, c, c, c, c"
1894,"c"
1895,"[c]"
1896,"c, c, c"
1897,"[c]"
1898,"[c]"
1899,"c"
1900,"c, c"
1901,"c, c, c"
1902,"[c], [c]"
1903,"[c]"
1904,"[c]"
1905,"c"
1906,"c, c"
1907,"c, c"
1908,"c, c, c"
1909,"c, c, c, c, c"
1910,"c, c, c, c, c"
1911,"[c], [c]"
1912,"c, c, c"
1913,"c, a"
1914,"[c]"
1915,"[c]"
1916,"c, c, c, c, c, c"
1917,"c, c, c, a, c, c, c, c, c"
1918,"[c]"
1919,"c"
1920,"c, c"
1921,"c"
1922,"c, c"
1923,"c"
1924,"[c]"
1925,"c"
1926,"c, c, c, c"
1927,"c, a"
1928,"c, c"
1929,"c"
1930,"c"
1931,"c, c, c"
1932,"c, c"
1933,"c"
1934,"c, c"
1935,"c, c"
1936,"c, c, c, c, c, c, c"
1937,"c, c, c, c, c, c, a, c, c, c, c, c"
1938,"c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1939,"c"
1940,"c, c, c, c, c, c"
1941,"c, c, c, c, c, c, c, c, c, c, c, c, c, c"
1942,"c, c, c, c"
1943,"c, c, c, c"
1944,"c, c, c, c, c, c, c"
1945,"c, c, a"
1946,"c"
1947,"c, c, c, c"
1948,"c, c, c"
1949,"c, c, c"
1950,"c, c, c"
1951,"c, c, c"
1952,"c"
1953,"c"
1954,"c"
1955,"c"
1956,"c, c, c"
1957,"c"
1958,"[c]"
1959,"c"
1960,"c"
1961,"c, c"
1962,"c, c, c, c"
1963,"c"
1964,"c"
1965,"[c]"
1966,"[c]"
1967,"c, c, c, c"
1968,"c, c"
1969,"c"
1970,"c"
1971,"c, c"
1972,"c, c, c, c, c, c, c"
1973,"c, c, c"
1974,"c, c, c, c, c, c, c, c"
1975,"c, c, c, c"
1976,"c, c"
1977,"c, c, c, c, c"
1978,"c, c, c, a, c"
1979,"c"
1980,"c, c, c"
1981,"c, c"
1982,"c, c, c, c, c, c"
1983,"c"
1984,"c, c, c"
1985,"c, c"
1986,"c"
1987,"c, c"
1988,"c, c, c, c"
1989,"c, c"
1990,"c"
1991,"c, c"
1992,"c, c"
1993,"c"
1994,"c, c, a, c"
1995,"c, c, c, c, c, c"
1996,"c"
1997,"c, c, c, c"
1998,"c, c, c, c, c"
1999,"c"
2000,"c"
2001,"c, c, c, c, c"
2002,"c, c, c, c, c"
2003,"c, c"
2004,"c"
2005,"c, c, c"
2006,"c"
2007,"c"
2008,"c, c, c"
2009,"c"
2010,"c"
2011,"c, c, c, c"
2012,"c, c"
2013,"c, c, c"
2014,"c, c"
2015,"c"
2016,"c"
2017,"c"
2018,"c"
2019,"c, c"
2020,"[c]"
2021,"[c], [c]"
2022,"c, a"
2023,"c"
2024,"c, c"
2025,"c, c"
2026,"c, c, c, c"
2027,"c, c, c, c"
2028,"c, c"
2029,"c, c, a"
